Año,Provincia,Distrito,Mes,Día,Min,Max
2023,HUAURA,HUAURA,enero,08,19 °C,26 °C
2023,HUAURA,HUAURA,enero,15,19 °C,26 °C
2023,HUAURA,HUAURA,enero,22,21 °C,28 °C
2023,HUAURA,HUAURA,enero,31,23 °C,29 °C
2023,HUAURA,HUAURA,febrero,01,22 °C,28 °C
2023,HUAURA,HUAURA,febrero,08,22 °C,28 °C
2023,HUAURA,HUAURA,febrero,15,22 °C,28 °C
2023,HUAURA,HUAURA,febrero,22,23 °C,30 °C
2023,HUAURA,HUAURA,febrero,28,22 °C,30 °C
2023,HUAURA,HUAURA,marzo,01,22 °C,30 °C
2023,HUAURA,HUAURA,marzo,08,24 °C,30 °C
2023,HUAURA,HUAURA,marzo,15,22 °C,28 °C
2023,HUAURA,HUAURA,marzo,22,22 °C,29 °C
2023,HUAURA,HUAURA,marzo,31,24 °C,30 °C
2023,HUAURA,HUAURA,abril,01,23 °C,29 °C
2023,HUAURA,HUAURA,abril,08,23 °C,30 °C
2023,HUAURA,HUAURA,abril,15,23 °C,29 °C
2023,HUAURA,HUAURA,abril,22,22 °C,29 °C
2023,HUAURA,HUAURA,abril,30,21 °C,28 °C
2023,HUAURA,HUAURA,mayo,01,21 °C,28 °C
2023,HUAURA,HUAURA,mayo,08,21 °C,26 °C
2023,HUAURA,HUAURA,mayo,15,20 °C,26 °C
2023,HUAURA,HUAURA,mayo,22,19 °C,25 °C
2023,HUAURA,HUAURA,mayo,31,18 °C,24 °C
2023,HUAURA,HUAURA,junio,01,17 °C,25 °C
2023,HUAURA,HUAURA,junio,08,20 °C,25 °C
2023,HUAURA,HUAURA,junio,15,18 °C,25 °C
2023,HUAURA,HUAURA,junio,22,17 °C,24 °C
2023,HUAURA,HUAURA,junio,30,18 °C,23 °C
2023,HUAURA,HUAURA,julio,01,17 °C,24 °C
2023,HUAURA,HUAURA,julio,08,18 °C,24 °C
2023,HUAURA,HUAURA,julio,15,18 °C,24 °C
2023,HUAURA,HUAURA,julio,22,17 °C,24 °C
2023,HUAURA,HUAURA,julio,31,16 °C,24 °C
2023,HUAURA,HUAURA,agosto,01,17 °C,24 °C
2023,HUAURA,HUAURA,agosto,08,17 °C,24 °C
2023,HUAURA,HUAURA,agosto,15,17 °C,23 °C
2023,HUAURA,HUAURA,agosto,22,17 °C,23 °C
2023,HUAURA,HUAURA,agosto,31,17 °C,23 °C
2023,HUAURA,HUAURA,septiembre,01,17 °C,24 °C
2023,HUAURA,HUAURA,septiembre,08,17 °C,23 °C
2023,HUAURA,HUAURA,septiembre,15,16 °C,22 °C
2023,HUAURA,HUAURA,septiembre,22,17 °C,23 °C
2023,HUAURA,HUAURA,septiembre,30,18 °C,24 °C
2023,HUAURA,HUAURA,octubre,01,18 °C,25 °C
2023,HUAURA,HUAURA,octubre,08,18 °C,23 °C
2023,HUAURA,HUAURA,octubre,15,18 °C,24 °C
2023,HUAURA,HUAURA,octubre,22,19 °C,25 °C
2023,HUAURA,HUAURA,octubre,31,18 °C,25 °C
2023,HUAURA,HUAURA,noviembre,01,18 °C,22 °C
2023,HUAURA,HUAURA,noviembre,08,18 °C,24 °C
2023,HUAURA,HUAURA,noviembre,15,18 °C,25 °C
2023,HUAURA,HUAURA,noviembre,22,17 °C,26 °C
2023,HUAURA,HUAURA,noviembre,30,17 °C,26 °C
2023,HUAURA,HUAURA,diciembre,01,19 °C,26 °C
2023,HUAURA,HUAURA,diciembre,08,19 °C,26 °C
2023,HUAURA,HUAURA,diciembre,15,19 °C,27 °C
2023,HUAURA,HUAURA,diciembre,22,20 °C,26 °C
2023,HUAURA,HUAURA,diciembre,31,21 °C,27 °C
2024,HUAURA,HUAURA,enero,01,21 °C,25 °C
2024,HUAURA,HUAURA,enero,08,21 °C,29 °C
2024,HUAURA,HUAURA,enero,15,21 °C,29 °C
2024,HUAURA,HUAURA,enero,22,22 °C,29 °C
2024,HUAURA,HUAURA,enero,31,22 °C,30 °C
2024,HUAURA,HUAURA,febrero,01,,31 °C
2024,HUAURA,HUAURA,febrero,08,23 °C,30 °C
2024,HUAURA,HUAURA,febrero,15,,30 °C
2024,HUAURA,HUAURA,febrero,22,24 °C,30 °C
2024,HUAURA,HUAURA,febrero,29,,29 °C
2024,HUAURA,HUAURA,marzo,01,22 °C,29 °C
2024,HUAURA,HUAURA,marzo,08,,30 °C
2024,HUAURA,HUAURA,marzo,15,22 °C,28 °C
2024,HUAURA,HUAURA,marzo,22,21 °C,29 °C
2024,HUAURA,HUAURA,marzo,31,22 °C,29 °C
2024,HUAURA,HUAURA,abril,01,23 °C,27 °C
2024,HUAURA,HUAURA,abril,08,21 °C,27 °C
2024,HUAURA,HUAURA,abril,15,19 °C,26 °C
2024,HUAURA,HUAURA,abril,22,20 °C,28 °C
2024,HUAURA,HUAURA,abril,30,21 °C,28 °C
2020,OYON,COCHAMARCA,enero,01,12 °C,13 °C
2020,OYON,COCHAMARCA,enero,08,12 °C,15 °C
2020,OYON,COCHAMARCA,enero,15,12 °C,17 °C
2020,OYON,COCHAMARCA,enero,22,12 °C,12 °C
2020,OYON,COCHAMARCA,enero,31,12 °C,17 °C
2020,OYON,COCHAMARCA,febrero,01,13 °C,16 °C
2020,OYON,COCHAMARCA,febrero,08,12 °C,15 °C
2020,OYON,COCHAMARCA,febrero,15,13 °C,16 °C
2020,OYON,COCHAMARCA,febrero,22,11 °C,13 °C
2020,OYON,COCHAMARCA,febrero,29,13 °C,16 °C
2020,OYON,COCHAMARCA,marzo,01,13 °C,17 °C
2020,OYON,COCHAMARCA,marzo,08,12 °C,16 °C
2020,OYON,COCHAMARCA,marzo,15,12 °C,14 °C
2020,OYON,COCHAMARCA,marzo,22,10 °C,13 °C
2020,OYON,COCHAMARCA,marzo,31,12 °C,16 °C
2020,OYON,COCHAMARCA,abril,01,10 °C,15 °C
2020,OYON,COCHAMARCA,abril,08,13 °C,19 °C
2020,OYON,COCHAMARCA,abril,15,12 °C,16 °C
2020,OYON,COCHAMARCA,abril,22,11 °C,16 °C
2020,OYON,COCHAMARCA,abril,30,15 °C,17 °C
2020,OYON,COCHAMARCA,mayo,01,13 °C,16 °C
2020,OYON,COCHAMARCA,mayo,08,14 °C,17 °C
2020,OYON,COCHAMARCA,mayo,15,10 °C,14 °C
2020,OYON,COCHAMARCA,mayo,22,15 °C,19 °C
2020,OYON,COCHAMARCA,mayo,31,12 °C,16 °C
2020,OYON,COCHAMARCA,junio,01,13 °C,15 °C
2020,OYON,COCHAMARCA,junio,08,15 °C,17 °C
2020,OYON,COCHAMARCA,junio,15,13 °C,15 °C
2020,OYON,COCHAMARCA,junio,22,14 °C,16 °C
2020,OYON,COCHAMARCA,junio,30,12 °C,16 °C
2020,OYON,COCHAMARCA,julio,01,13 °C,16 °C
2020,OYON,COCHAMARCA,julio,08,9 °C,15 °C
2020,OYON,COCHAMARCA,julio,15,12 °C,19 °C
2020,OYON,COCHAMARCA,julio,22,11 °C,15 °C
2020,OYON,COCHAMARCA,julio,31,14 °C,19 °C
2020,OYON,COCHAMARCA,agosto,01,15 °C,18 °C
2020,OYON,COCHAMARCA,agosto,08,14 °C,19 °C
2020,OYON,COCHAMARCA,agosto,15,8 °C,17 °C
2020,OYON,COCHAMARCA,agosto,22,11 °C,17 °C
2020,OYON,COCHAMARCA,agosto,31,11 °C,15 °C
2020,OYON,COCHAMARCA,septiembre,01,13 °C,16 °C
2020,OYON,COCHAMARCA,septiembre,08,11 °C,14 °C
2020,OYON,COCHAMARCA,septiembre,15,11 °C,16 °C
2020,OYON,COCHAMARCA,septiembre,22,13 °C,17 °C
2020,OYON,COCHAMARCA,septiembre,30,12 °C,15 °C
2020,OYON,COCHAMARCA,octubre,01,13 °C,15 °C
2020,OYON,COCHAMARCA,octubre,08,13 °C,16 °C
2020,OYON,COCHAMARCA,octubre,15,12 °C,14 °C
2020,OYON,COCHAMARCA,octubre,22,14 °C,16 °C
2020,OYON,COCHAMARCA,octubre,31,13 °C,14 °C
2020,OYON,COCHAMARCA,noviembre,01,11 °C,17 °C
2020,OYON,COCHAMARCA,noviembre,08,13 °C,18 °C
2020,OYON,COCHAMARCA,noviembre,15,11 °C,15 °C
2020,OYON,COCHAMARCA,noviembre,22,13 °C,16 °C
2020,OYON,COCHAMARCA,noviembre,30,13 °C,14 °C
2020,OYON,COCHAMARCA,diciembre,01,10 °C,14 °C
2020,OYON,COCHAMARCA,diciembre,08,10 °C,13 °C
2020,OYON,COCHAMARCA,diciembre,15,13 °C,13 °C
2020,OYON,COCHAMARCA,diciembre,22,,15 °C
2020,OYON,COCHAMARCA,diciembre,31,11 °C,15 °C
2021,OYON,COCHAMARCA,enero,01,11 °C,15 °C
2021,OYON,COCHAMARCA,enero,08,10 °C,13 °C
2021,OYON,COCHAMARCA,enero,15,11 °C,11 °C
2021,OYON,COCHAMARCA,enero,22,12 °C,14 °C
2021,OYON,COCHAMARCA,enero,31,11 °C,15 °C
2021,OYON,COCHAMARCA,febrero,01,14 °C,14 °C
2021,OYON,COCHAMARCA,febrero,08,12 °C,15 °C
2021,OYON,COCHAMARCA,febrero,15,10 °C,15 °C
2021,OYON,COCHAMARCA,febrero,22,12 °C,14 °C
2021,OYON,COCHAMARCA,febrero,28,11 °C,15 °C
2021,OYON,COCHAMARCA,marzo,01,11 °C,15 °C
2021,OYON,COCHAMARCA,marzo,08,12 °C,15 °C
2021,OYON,COCHAMARCA,marzo,15,10 °C,13 °C
2021,OYON,COCHAMARCA,marzo,22,10 °C,15 °C
2021,OYON,COCHAMARCA,marzo,31,13 °C,17 °C
2021,OYON,COCHAMARCA,abril,01,14 °C,16 °C
2021,OYON,COCHAMARCA,abril,08,13 °C,15 °C
2021,OYON,COCHAMARCA,abril,15,12 °C,15 °C
2021,OYON,COCHAMARCA,abril,22,12 °C,14 °C
2021,OYON,COCHAMARCA,abril,30,11 °C,12 °C
2021,OYON,COCHAMARCA,mayo,01,11 °C,13 °C
2021,OYON,COCHAMARCA,mayo,08,13 °C,15 °C
2021,OYON,COCHAMARCA,mayo,15,14 °C,16 °C
2021,OYON,COCHAMARCA,mayo,22,10 °C,16 °C
2021,OYON,COCHAMARCA,mayo,31,12 °C,16 °C
2021,OYON,COCHAMARCA,junio,01,12 °C,17 °C
2021,OYON,COCHAMARCA,junio,08,11 °C,17 °C
2021,OYON,COCHAMARCA,junio,15,10 °C,13 °C
2021,OYON,COCHAMARCA,junio,22,13 °C,15 °C
2021,OYON,COCHAMARCA,junio,30,13 °C,15 °C
2021,OYON,COCHAMARCA,julio,01,12 °C,16 °C
2021,OYON,COCHAMARCA,julio,08,14 °C,18 °C
2021,OYON,COCHAMARCA,julio,15,14 °C,17 °C
2021,OYON,COCHAMARCA,julio,22,15 °C,20 °C
2021,OYON,COCHAMARCA,julio,31,14 °C,16 °C
2021,OYON,COCHAMARCA,agosto,01,14 °C,20 °C
2021,OYON,COCHAMARCA,agosto,08,12 °C,17 °C
2021,OYON,COCHAMARCA,agosto,15,12 °C,16 °C
2021,OYON,COCHAMARCA,agosto,22,15 °C,17 °C
2021,OYON,COCHAMARCA,agosto,31,13 °C,15 °C
2021,OYON,COCHAMARCA,septiembre,01,15 °C,16 °C
2021,OYON,COCHAMARCA,septiembre,08,13 °C,16 °C
2021,OYON,COCHAMARCA,septiembre,15,12 °C,16 °C
2021,OYON,COCHAMARCA,septiembre,22,13 °C,14 °C
2021,OYON,COCHAMARCA,septiembre,30,10 °C,16 °C
2021,OYON,COCHAMARCA,octubre,01,12 °C,16 °C
2021,OYON,COCHAMARCA,octubre,08,13 °C,16 °C
2021,OYON,COCHAMARCA,octubre,15,11 °C,14 °C
2021,OYON,COCHAMARCA,octubre,22,11 °C,15 °C
2021,OYON,COCHAMARCA,octubre,31,12 °C,17 °C
2021,OYON,COCHAMARCA,noviembre,01,11 °C,16 °C
2021,OYON,COCHAMARCA,noviembre,08,11 °C,17 °C
2021,OYON,COCHAMARCA,noviembre,15,13 °C,16 °C
2021,OYON,COCHAMARCA,noviembre,22,11 °C,14 °C
2021,OYON,COCHAMARCA,noviembre,30,11 °C,15 °C
2021,OYON,COCHAMARCA,diciembre,01,11 °C,15 °C
2021,OYON,COCHAMARCA,diciembre,08,13 °C,15 °C
2021,OYON,COCHAMARCA,diciembre,15,10 °C,17 °C
2021,OYON,COCHAMARCA,diciembre,22,11 °C,16 °C
2021,OYON,COCHAMARCA,diciembre,31,13 °C,15 °C
2022,OYON,COCHAMARCA,enero,01,11 °C,16 °C
2022,OYON,COCHAMARCA,enero,08,11 °C,14 °C
2022,OYON,COCHAMARCA,enero,15,9 °C,12 °C
2022,OYON,COCHAMARCA,enero,22,12 °C,16 °C
2022,OYON,COCHAMARCA,enero,31,10 °C,13 °C
2022,OYON,COCHAMARCA,febrero,01,10 °C,12 °C
2022,OYON,COCHAMARCA,febrero,08,11 °C,12 °C
2022,OYON,COCHAMARCA,febrero,15,11 °C,14 °C
2022,OYON,COCHAMARCA,febrero,22,10 °C,11 °C
2022,OYON,COCHAMARCA,febrero,28,11 °C,13 °C
2022,OYON,COCHAMARCA,marzo,01,10 °C,14 °C
2022,OYON,COCHAMARCA,marzo,08,9 °C,13 °C
2022,OYON,COCHAMARCA,marzo,15,11 °C,14 °C
2022,OYON,COCHAMARCA,marzo,22,11 °C,14 °C
2022,OYON,COCHAMARCA,marzo,31,11 °C,16 °C
2022,OYON,COCHAMARCA,abril,01,12 °C,13 °C
2022,OYON,COCHAMARCA,abril,08,13 °C,15 °C
2022,OYON,COCHAMARCA,abril,15,13 °C,14 °C
2022,OYON,COCHAMARCA,abril,22,11 °C,13 °C
2022,OYON,COCHAMARCA,abril,30,13 °C,19 °C
2022,OYON,COCHAMARCA,mayo,01,15 °C,16 °C
2022,OYON,COCHAMARCA,mayo,08,11 °C,16 °C
2022,OYON,COCHAMARCA,mayo,15,12 °C,17 °C
2022,OYON,COCHAMARCA,mayo,22,12 °C,16 °C
2022,OYON,COCHAMARCA,mayo,31,13 °C,13 °C
2022,OYON,COCHAMARCA,junio,01,10 °C,16 °C
2022,OYON,COCHAMARCA,junio,08,11 °C,14 °C
2022,OYON,COCHAMARCA,junio,15,10 °C,16 °C
2022,OYON,COCHAMARCA,junio,22,12 °C,15 °C
2022,OYON,COCHAMARCA,junio,30,15 °C,17 °C
2022,OYON,COCHAMARCA,julio,01,10 °C,16 °C
2022,OYON,COCHAMARCA,julio,08,14 °C,16 °C
2022,OYON,COCHAMARCA,julio,15,8 °C,16 °C
2022,OYON,COCHAMARCA,julio,22,13 °C,17 °C
2022,OYON,COCHAMARCA,julio,31,12 °C,17 °C
2022,OYON,COCHAMARCA,agosto,01,14 °C,15 °C
2022,OYON,COCHAMARCA,agosto,08,14 °C,17 °C
2022,OYON,COCHAMARCA,agosto,15,12 °C,17 °C
2022,OYON,COCHAMARCA,agosto,22,15 °C,15 °C
2022,OYON,COCHAMARCA,agosto,31,13 °C,17 °C
2022,OYON,COCHAMARCA,septiembre,01,14 °C,17 °C
2022,OYON,COCHAMARCA,septiembre,08,13 °C,17 °C
2022,OYON,COCHAMARCA,septiembre,15,15 °C,16 °C
2022,OYON,COCHAMARCA,septiembre,22,12 °C,17 °C
2022,OYON,COCHAMARCA,septiembre,30,10 °C,14 °C
2022,OYON,COCHAMARCA,octubre,01,13 °C,17 °C
2022,OYON,COCHAMARCA,octubre,08,11 °C,16 °C
2022,OYON,COCHAMARCA,octubre,15,12 °C,16 °C
2022,OYON,COCHAMARCA,octubre,22,12 °C,18 °C
2022,OYON,COCHAMARCA,octubre,31,12 °C,18 °C
2022,OYON,COCHAMARCA,noviembre,01,13 °C,16 °C
2022,OYON,COCHAMARCA,noviembre,08,12 °C,17 °C
2022,OYON,COCHAMARCA,noviembre,15,12 °C,15 °C
2022,OYON,COCHAMARCA,noviembre,22,11 °C,16 °C
2022,OYON,COCHAMARCA,noviembre,30,13 °C,17 °C
2022,OYON,COCHAMARCA,diciembre,01,12 °C,16 °C
2022,OYON,COCHAMARCA,diciembre,08,11 °C,15 °C
2022,OYON,COCHAMARCA,diciembre,15,11 °C,14 °C
2022,OYON,COCHAMARCA,diciembre,22,12 °C,16 °C
2022,OYON,COCHAMARCA,diciembre,31,11 °C,12 °C
2023,OYON,COCHAMARCA,enero,01,10 °C,14 °C
2023,OYON,COCHAMARCA,enero,08,12 °C,15 °C
2023,OYON,COCHAMARCA,enero,15,12 °C,14 °C
2023,OYON,COCHAMARCA,enero,22,12 °C,15 °C
2023,OYON,COCHAMARCA,enero,31,12 °C,15 °C
2023,OYON,COCHAMARCA,febrero,01,11 °C,13 °C
2023,OYON,COCHAMARCA,febrero,08,14 °C,17 °C
2023,OYON,COCHAMARCA,febrero,15,13 °C,15 °C
2023,OYON,COCHAMARCA,febrero,22,12 °C,16 °C
2023,OYON,COCHAMARCA,febrero,28,13 °C,18 °C
2023,OYON,COCHAMARCA,marzo,01,14 °C,18 °C
2023,OYON,COCHAMARCA,marzo,08,12 °C,16 °C
2023,OYON,COCHAMARCA,marzo,15,12 °C,14 °C
2023,OYON,COCHAMARCA,marzo,22,13 °C,17 °C
2023,OYON,COCHAMARCA,marzo,31,13 °C,17 °C
2023,OYON,COCHAMARCA,abril,01,13 °C,18 °C
2023,OYON,COCHAMARCA,abril,08,12 °C,15 °C
2023,OYON,COCHAMARCA,abril,15,15 °C,15 °C
2023,OYON,COCHAMARCA,abril,22,13 °C,16 °C
2023,OYON,COCHAMARCA,abril,30,14 °C,14 °C
2023,OYON,COCHAMARCA,mayo,01,13 °C,17 °C
2023,OYON,COCHAMARCA,mayo,08,16 °C,19 °C
2023,OYON,COCHAMARCA,mayo,15,13 °C,19 °C
2023,OYON,COCHAMARCA,mayo,22,14 °C,19 °C
2023,OYON,COCHAMARCA,mayo,31,15 °C,19 °C
2023,OYON,COCHAMARCA,junio,01,16 °C,18 °C
2023,OYON,COCHAMARCA,junio,08,13 °C,17 °C
2023,OYON,COCHAMARCA,junio,15,16 °C,20 °C
2023,OYON,COCHAMARCA,junio,22,15 °C,18 °C
2023,OYON,COCHAMARCA,junio,30,15 °C,20 °C
2023,OYON,COCHAMARCA,julio,01,16 °C,19 °C
2023,OYON,COCHAMARCA,julio,08,13 °C,18 °C
2023,OYON,COCHAMARCA,julio,15,15 °C,18 °C
2023,OYON,COCHAMARCA,julio,22,18 °C,22 °C
2023,OYON,COCHAMARCA,julio,31,14 °C,19 °C
2023,OYON,COCHAMARCA,agosto,01,17 °C,21 °C
2023,OYON,COCHAMARCA,agosto,08,15 °C,20 °C
2023,OYON,COCHAMARCA,agosto,15,15 °C,18 °C
2023,OYON,COCHAMARCA,agosto,22,15 °C,19 °C
2023,OYON,COCHAMARCA,agosto,31,17 °C,21 °C
2023,OYON,COCHAMARCA,septiembre,01,16 °C,19 °C
2023,OYON,COCHAMARCA,septiembre,08,14 °C,20 °C
2023,OYON,COCHAMARCA,septiembre,15,16 °C,19 °C
2023,OYON,COCHAMARCA,septiembre,22,14 °C,19 °C
2023,OYON,COCHAMARCA,septiembre,30,14 °C,18 °C
2023,OYON,COCHAMARCA,octubre,01,14 °C,18 °C
2023,OYON,COCHAMARCA,octubre,08,15 °C,18 °C
2023,OYON,COCHAMARCA,octubre,15,15 °C,20 °C
2023,OYON,COCHAMARCA,octubre,22,14 °C,18 °C
2023,OYON,COCHAMARCA,octubre,31,14 °C,19 °C
2023,OYON,COCHAMARCA,noviembre,01,15 °C,20 °C
2023,OYON,COCHAMARCA,noviembre,08,15 °C,20 °C
2023,OYON,COCHAMARCA,noviembre,15,14 °C,21 °C
2023,OYON,COCHAMARCA,noviembre,22,12 °C,18 °C
2023,OYON,COCHAMARCA,noviembre,30,15 °C,18 °C
2023,OYON,COCHAMARCA,diciembre,01,14 °C,18 °C
2023,OYON,COCHAMARCA,diciembre,08,15 °C,18 °C
2023,OYON,COCHAMARCA,diciembre,15,15 °C,17 °C
2023,OYON,COCHAMARCA,diciembre,22,16 °C,18 °C
2023,OYON,COCHAMARCA,diciembre,31,14 °C,16 °C
2024,OYON,COCHAMARCA,enero,01,13 °C,15 °C
2024,OYON,COCHAMARCA,enero,08,13 °C,19 °C
2024,OYON,COCHAMARCA,enero,15,12 °C,17 °C
2024,OYON,COCHAMARCA,enero,22,15 °C,19 °C
2024,OYON,COCHAMARCA,enero,31,14 °C,17 °C
2024,OYON,COCHAMARCA,febrero,01,14 °C,18 °C
2024,OYON,COCHAMARCA,febrero,08,14 °C,19 °C
2024,OYON,COCHAMARCA,febrero,15,16 °C,20 °C
2024,OYON,COCHAMARCA,febrero,22,12 °C,16 °C
2024,OYON,COCHAMARCA,febrero,29,14 °C,17 °C
2024,OYON,COCHAMARCA,marzo,01,13 °C,16 °C
2024,OYON,COCHAMARCA,marzo,08,15 °C,16 °C
2024,OYON,COCHAMARCA,marzo,15,15 °C,18 °C
2024,OYON,COCHAMARCA,marzo,22,14 °C,17 °C
2024,OYON,COCHAMARCA,marzo,31,14 °C,17 °C
2024,OYON,COCHAMARCA,abril,01,14 °C,17 °C
2024,OYON,COCHAMARCA,abril,08,15 °C,17 °C
2024,OYON,COCHAMARCA,abril,15,14 °C,18 °C
2024,OYON,COCHAMARCA,abril,22,13 °C,17 °C
2024,OYON,COCHAMARCA,abril,30,14 °C,18 °C
2020,HUAURA,AMBAR,enero,01,13 °C,14 °C
2020,HUAURA,AMBAR,enero,08,13 °C,16 °C
2020,HUAURA,AMBAR,enero,15,12 °C,17 °C
2020,HUAURA,AMBAR,enero,22,12 °C,13 °C
2020,HUAURA,AMBAR,enero,31,12 °C,16 °C
2020,HUAURA,AMBAR,febrero,01,14 °C,15 °C
2020,HUAURA,AMBAR,febrero,08,11 °C,16 °C
2020,HUAURA,AMBAR,febrero,15,14 °C,16 °C
2020,HUAURA,AMBAR,febrero,22,12 °C,13 °C
2020,HUAURA,AMBAR,febrero,29,14 °C,16 °C
2020,HUAURA,AMBAR,marzo,01,14 °C,17 °C
2020,HUAURA,AMBAR,marzo,08,12 °C,14 °C
2020,HUAURA,AMBAR,marzo,15,14 °C,14 °C
2020,HUAURA,AMBAR,marzo,22,11 °C,13 °C
2020,HUAURA,AMBAR,marzo,31,14 °C,15 °C
2020,HUAURA,AMBAR,abril,01,12 °C,15 °C
2020,HUAURA,AMBAR,abril,08,13 °C,18 °C
2020,HUAURA,AMBAR,abril,15,12 °C,16 °C
2020,HUAURA,AMBAR,abril,22,15 °C,18 °C
2020,HUAURA,AMBAR,abril,30,14 °C,17 °C
2020,HUAURA,AMBAR,mayo,01,15 °C,17 °C
2020,HUAURA,AMBAR,mayo,08,15 °C,18 °C
2020,HUAURA,AMBAR,mayo,15,14 °C,19 °C
2020,HUAURA,AMBAR,mayo,22,16 °C,20 °C
2020,HUAURA,AMBAR,mayo,31,13 °C,16 °C
2020,HUAURA,AMBAR,junio,01,13 °C,17 °C
2020,HUAURA,AMBAR,junio,08,17 °C,18 °C
2020,HUAURA,AMBAR,junio,15,14 °C,17 °C
2020,HUAURA,AMBAR,junio,22,15 °C,15 °C
2020,HUAURA,AMBAR,junio,30,14 °C,16 °C
2020,HUAURA,AMBAR,julio,01,13 °C,15 °C
2020,HUAURA,AMBAR,julio,08,12 °C,20 °C
2020,HUAURA,AMBAR,julio,15,15 °C,20 °C
2020,HUAURA,AMBAR,julio,22,15 °C,16 °C
2020,HUAURA,AMBAR,julio,31,17 °C,19 °C
2020,HUAURA,AMBAR,agosto,01,16 °C,18 °C
2020,HUAURA,AMBAR,agosto,08,13 °C,20 °C
2020,HUAURA,AMBAR,agosto,15,13 °C,19 °C
2020,HUAURA,AMBAR,agosto,22,15 °C,18 °C
2020,HUAURA,AMBAR,agosto,31,15 °C,16 °C
2020,HUAURA,AMBAR,septiembre,01,17 °C,19 °C
2020,HUAURA,AMBAR,septiembre,08,12 °C,15 °C
2020,HUAURA,AMBAR,septiembre,15,14 °C,18 °C
2020,HUAURA,AMBAR,septiembre,22,13 °C,19 °C
2020,HUAURA,AMBAR,septiembre,30,12 °C,17 °C
2020,HUAURA,AMBAR,octubre,01,13 °C,16 °C
2020,HUAURA,AMBAR,octubre,08,14 °C,19 °C
2020,HUAURA,AMBAR,octubre,15,14 °C,17 °C
2020,HUAURA,AMBAR,octubre,22,15 °C,19 °C
2020,HUAURA,AMBAR,octubre,31,14 °C,18 °C
2020,HUAURA,AMBAR,noviembre,01,14 °C,18 °C
2020,HUAURA,AMBAR,noviembre,08,12 °C,20 °C
2020,HUAURA,AMBAR,noviembre,15,11 °C,15 °C
2020,HUAURA,AMBAR,noviembre,22,14 °C,17 °C
2020,HUAURA,AMBAR,noviembre,30,13 °C,16 °C
2020,HUAURA,AMBAR,diciembre,01,13 °C,14 °C
2020,HUAURA,AMBAR,diciembre,08,13 °C,14 °C
2020,HUAURA,AMBAR,diciembre,15,13 °C,14 °C
2020,HUAURA,AMBAR,diciembre,22,14 °C,15 °C
2020,HUAURA,AMBAR,diciembre,31,11 °C,15 °C
2021,HUAURA,AMBAR,enero,01,11 °C,15 °C
2021,HUAURA,AMBAR,enero,08,12 °C,15 °C
2021,HUAURA,AMBAR,enero,15,13 °C,13 °C
2021,HUAURA,AMBAR,enero,22,12 °C,14 °C
2021,HUAURA,AMBAR,enero,31,13 °C,14 °C
2021,HUAURA,AMBAR,febrero,01,15 °C,15 °C
2021,HUAURA,AMBAR,febrero,08,13 °C,16 °C
2021,HUAURA,AMBAR,febrero,15,12 °C,16 °C
2021,HUAURA,AMBAR,febrero,22,11 °C,15 °C
2021,HUAURA,AMBAR,febrero,28,13 °C,14 °C
2021,HUAURA,AMBAR,marzo,01,12 °C,16 °C
2021,HUAURA,AMBAR,marzo,08,12 °C,15 °C
2021,HUAURA,AMBAR,marzo,15,12 °C,15 °C
2021,HUAURA,AMBAR,marzo,22,11 °C,16 °C
2021,HUAURA,AMBAR,marzo,31,15 °C,18 °C
2021,HUAURA,AMBAR,abril,01,15 °C,18 °C
2021,HUAURA,AMBAR,abril,08,14 °C,15 °C
2021,HUAURA,AMBAR,abril,15,13 °C,16 °C
2021,HUAURA,AMBAR,abril,22,14 °C,16 °C
2021,HUAURA,AMBAR,abril,30,14 °C,14 °C
2021,HUAURA,AMBAR,mayo,01,11 °C,14 °C
2021,HUAURA,AMBAR,mayo,08,15 °C,17 °C
2021,HUAURA,AMBAR,mayo,15,14 °C,18 °C
2021,HUAURA,AMBAR,mayo,22,14 °C,18 °C
2021,HUAURA,AMBAR,mayo,31,13 °C,18 °C
2021,HUAURA,AMBAR,junio,01,14 °C,18 °C
2021,HUAURA,AMBAR,junio,08,13 °C,17 °C
2021,HUAURA,AMBAR,junio,15,12 °C,16 °C
2021,HUAURA,AMBAR,junio,22,14 °C,17 °C
2021,HUAURA,AMBAR,junio,30,14 °C,19 °C
2021,HUAURA,AMBAR,julio,01,14 °C,18 °C
2021,HUAURA,AMBAR,julio,08,14 °C,19 °C
2021,HUAURA,AMBAR,julio,15,13 °C,18 °C
2021,HUAURA,AMBAR,julio,22,15 °C,19 °C
2021,HUAURA,AMBAR,julio,31,14 °C,16 °C
2021,HUAURA,AMBAR,agosto,01,14 °C,18 °C
2021,HUAURA,AMBAR,agosto,08,14 °C,18 °C
2021,HUAURA,AMBAR,agosto,15,14 °C,17 °C
2021,HUAURA,AMBAR,agosto,22,15 °C,19 °C
2021,HUAURA,AMBAR,agosto,31,14 °C,17 °C
2021,HUAURA,AMBAR,septiembre,01,16 °C,16 °C
2021,HUAURA,AMBAR,septiembre,08,14 °C,19 °C
2021,HUAURA,AMBAR,septiembre,15,13 °C,17 °C
2021,HUAURA,AMBAR,septiembre,22,13 °C,17 °C
2021,HUAURA,AMBAR,septiembre,30,11 °C,17 °C
2021,HUAURA,AMBAR,octubre,01,13 °C,19 °C
